,Protein1_ID
13466,Q8IY42
13467,Q8WVX3
13468,Q96KX1
13469,Q504U0
13470,C9J302
13471,Q6UWT4
13472,Q569G3
13473,A6NGY3
13474,Q6UXA7
13475,Q5TEZ5
13476,Q7Z4U5
13477,Q5I0X4
13478,Q8N865
13479,Q9BRJ6
13480,Q96LL4
13481,Q8NAV2
13482,Q8NCR6
13483,Q8IXQ3
13484,O75493
13485,Q9H8G2
13486,Q96KC9
13487,O75952
13488,Q8TC20
13489,Q5JW98
13490,P27482
13491,Q96RR4
13492,P49913
13493,Q9Y6Q1
13494,Q96KX2
13495,A5YM72
13496,P31944
13497,Q8NEC5
13498,Q96P56
13499,Q86XQ3
13500,Q7RTX7
13501,Q9H7T0
13502,Q86XM0
13503,Q969G5
13504,P27352
13505,Q8NA61
13506,A6NI87
13507,Q8WV48
13508,Q8NEF3
13509,Q8IYX3
13510,Q5T0U0
13511,Q96M89
13512,Q8NCX0
13513,A6NI56
13514,Q5M9N0
13515,P0C7I6
13516,A6NGH7
13517,Q5BJE1
13518,A6NF36
13519,Q52MB2
13520,Q86UF4
13521,A0A1B0GVG4
13522,Q9NVL8
13523,Q2M243
13524,Q502W7
13525,Q8NEL0
13526,Q8IWA6
13527,Q9H2F9
13528,Q96M83
13529,Q6NSX1
13530,Q9H0W5
13531,Q6ZN84
13532,Q6ZUT6
13533,Q8TC90
13534,Q13939
13535,P22362
13536,O00626
13537,P48745
13538,Q9NPC3
13539,Q96S94
13540,P22674
13541,O00421
13542,Q93033
13543,P08571
13544,O95971
13545,Q8N6Q3
13546,P15391
13547,Q9UJ71
13548,P25063
13549,Q9BZW8
13550,Q9NPF0
13551,P28907
13552,P04234
13553,P07766
13554,P09693
13555,Q08722
13556,P06127
13557,P31358
13558,O43866
13559,P30203
13560,P32970
13561,P21854
13562,P33681
13563,P42081
13564,P40200
13565,Q6DT37
13566,Q9HBT6
13567,Q9UJ99
13568,Q86UP0
13569,Q6ZTQ4
13570,O14519
13571,Q00526
13572,Q96SN8
13573,Q92772
13574,Q8IVW4
13575,Q5MAI5
13576,Q8N9R6
13577,Q8N8U2
13578,Q2WEN9
13579,A8MTB9
13580,Q8N111
13581,P49450
13582,P07199
13583,Q7L2Z9
13584,Q8N960
13585,Q5VU69
13586,Q96MT7
13587,Q5VTT2
13588,P0CG37
13589,Q9UFW8
13590,Q96JM3
13591,Q9BSY4
13592,P36222
13593,Q9BU40
13594,Q8NCG5
13595,Q7L1S5
13596,A0PJX0
13597,Q6ZTR7
13598,Q9UPZ9
13599,P0C7P0
13600,Q9UBR5
13601,Q96F83
13602,Q9Y5I7
13603,Q8NHS1
13604,Q5QGZ9
13605,Q2HXU8
13606,Q86T13
13607,A5D8T8
13608,Q8NC01
13609,Q9P126
13610,P0C7M8
13611,Q8WXI8
13612,Q9ULY5
13613,Q6UXB4
13614,Q9NY25
13615,Q9BXN2
13616,Q6UXN8
13617,Q8NHS4
13618,Q96NY7
13619,P49761
13620,Q7Z7G1
13621,P04118
13622,Q6UWE3
13623,Q8NCR9
13624,Q8IUQ0
13625,Q96DZ9
13626,Q96M20
13627,Q9NRU3
13628,Q8NE01
13629,Q6P4Q7
13630,Q9UQ52
13631,Q17RW2
13632,Q9BXS0
13633,Q96A83
13634,P02461
13635,A8TX70
13636,Q9Y678
13637,Q9NQ92
13638,Q7Z4L0
13639,P15088
13640,Q8WXQ8
13641,Q9H799
13642,O95741
13643,Q9Y646
13644,Q8N684
13645,Q8N123
13646,P20023
13647,Q96HD1
13648,P16562
13649,Q9HC73
13650,O95727
13651,Q68DQ2
13652,P04141
13653,P15509
13654,P47710
13655,P05814
13656,P07498
13657,Q9Y6M4
13658,A0A1B0GTH6
13659,O76096
13660,O60676
13661,Q5W186
13662,Q9H114
13663,Q8NI51
13664,Q16619
13665,Q9UI47
13666,Q9NRF8
13667,P14091
13668,P56202
13669,P60606
13670,Q4LDR2
13671,A0A1B0GTU2
13672,A0A1B0GV90
13673,Q14999
13674,Q8IWT3
13675,O60888
13676,Q9H720
13677,P78423
13678,O43927
13679,Q9H2A7
13680,Q6UXB2
13681,O00574
13682,A8MYA2
13683,Q6IPT4
13684,A8MQ03
13685,Q9Y4B6
13686,Q5VU92
13687,Q5VW00
13688,A8MYV0
13689,Q9H295
13690,O43602
13691,Q96D03
13692,O94850
13693,Q9UHL0
13694,P60022
13695,Q9ULE3
13696,Q05D60
13697,Q6ZPD8
13698,P49619
13699,P52824
13700,O60610
13701,Q96HU8
13702,Q9UBT3
13703,Q9UK85
13704,P80370
13705,Q9UGM3
13706,Q6E0U4
13707,Q13316
13708,Q09013
13709,Q5VZB9
13710,Q96MA1
13711,Q5HYR2
13712,Q8IXT2
13713,Q9Y485
13714,Q9UFH2
13715,Q96JB1
13716,Q9H147
13717,Q9P104
13718,Q8N608
13719,Q6V1X1
13720,Q7Z7J5
13721,Q6W0C5
13722,Q7L190
13723,Q7Z388
13724,Q8TD84
13725,Q9H410
13726,P60981
13727,Q9H1R2
13728,Q9BV47
13729,Q5JR98
13730,Q86Y13
13731,Q9BQW3
13732,O95672
13733,Q9HAV5
13734,A0A1B0GTR0
13735,Q96AZ1
13736,O75071
13737,Q8N7B9
13738,A4FU69
13739,A8MWE9
13740,A8MZ26
13741,Q99944
13742,Q63HQ2
13743,P08246
13744,Q9UKW6
13745,Q9HB65
13746,Q9ULC0
13747,Q9HC35
13748,Q9NRM1
13749,Q8N8Q3
13750,Q6UWT2
13751,O14638
13752,Q9NQZ7
13753,Q8TE69
13754,O43491
13755,P16452
13756,Q5JZY3
13757,P54756
13758,P54762
13759,Q9H6B9
13760,Q7L775
13761,A6NHQ4
13762,O95925
13763,Q9NQ60
13764,Q7Z444
13765,O14944
13766,O43414
13767,A6NGS2
13768,Q6P6B1
13769,Q7L0X2
13770,Q96PL5
13771,Q8TAM6
13772,Q7Z2K6
13773,Q96DN0
13774,P30040
13775,O00321
13776,P41162
13777,P57679
13778,Q86UK5
13779,P22794
13780,P34910
13781,Q9Y2C4
13782,Q8NEV8
13783,P03951
13784,P00748
13785,Q6NZ36
13786,O60427
13787,A8MWK0
13788,Q9H5Z6
13789,Q8NE31
13790,Q5T6X4
13791,Q6J272
13792,A1A519
13793,A6NMN3
13794,Q6P995
13795,Q8TBP5
13796,Q8IXR5
13797,Q6UWF9
13798,A6NEQ2
13799,A6NE01
13800,A6NFU0
13801,Q17R55
13802,A6NFA0
13803,Q8WUB2
13804,Q8N7L0
13805,Q8IXS0
13806,Q7Z4H9
13807,A6H8Z2
13808,Q96M60
13809,H3BQW9
13810,Q4G0N7
13811,Q96D05
13812,A6NFZ4
13813,P58499
13814,Q6NSI3
13815,Q8TAV0
13816,Q8TBF8
13817,Q86UY5
13818,Q96PS1
13819,Q7L8L6
13820,Q6V0I7
13821,Q969F0
13822,Q53RD9
13823,Q9NXK8
13824,Q96EF6
13825,O75426
13826,Q8NI29
13827,Q7Z6M2
13828,Q8N4B4
13829,Q5MNV8
13830,Q5FWF7
13831,P06734
13832,P12314
13833,Q86WN1
13834,O60667
13835,Q6DN72
13836,Q8N0W3
13837,A0AVI2
13838,Q96RJ6
13839,Q5NUL3
13840,Q7Z6J4
13841,Q5JSP0
13842,Q96SL8
13843,Q96Q35
13844,Q5D862
13845,P49771
13846,Q4VC44
13847,Q96CP2
13848,Q8N0W7
13849,Q9BVV2
13850,Q8TC99
13851,Q8TBE3
13852,Q99958
13853,Q12950
13854,O43638
13855,Q9P0K9
13856,O95073
13857,Q9NQT6
13858,A1L4K1
13859,P19526
13860,Q10981
13861,P22083
13862,O00168
13863,Q14802
13864,P59646
13865,Q5VWT5
13866,Q96QD9
13867,Q9NQR9
13868,Q99928
13869,Q6ZQY3
13870,Q86SR1
13871,Q8N3T1
13872,Q7Z7M9
13873,Q9UBC7
13874,Q8N292
13875,Q8NHY3
13876,P01350
13877,Q8IWJ2
13878,Q9NP62
13879,Q02742
13880,Q8N6F7
13881,Q99988
13882,Q17RS7
13883,I3L273
13884,Q9UJY4
13885,Q86UU5
13886,Q5YKI7
13887,Q9UJ14
13888,P0DJR0
13889,Q8NFK1
13890,Q8N144
13891,Q96KN9
13892,Q9NS71
13893,Q86XP6
13894,P0CG01
13895,Q8NBF1
13896,Q7Z4J2
13897,A8MTJ3
13898,P50150
13899,Q9BXV9
13900,P07359
13901,P40197
13902,Q9HCN6
13903,Q86WP2
13904,Q8IV16
13905,P80108
13906,Q9NPR9
13907,Q8IZ08
13908,Q6NV75
13909,O00270
13910,Q49SQ1
13911,Q13585
13912,P46095
13913,Q15743
13914,Q5JY77
13915,Q8NFJ5
13916,Q9NZD1
13917,Q7Z2K8
13918,Q9Y4H4
13919,Q13003
13920,P25098
13921,Q14831
13922,O15499
13923,P57764
13924,Q2KHT4
13925,P78347
13926,Q12789
13927,Q9H1H1
13928,Q02747
13929,Q16661
13930,P02724
13931,Q9H116
13932,P60008
13933,Q6PII5
13934,O96004
13935,Q8TDQ0
13936,Q9NWW0
13937,O60741
13938,O43613
13939,Q92769
13940,P51858
13941,A2RTY3
13942,Q9NRV9
13943,Q9BQS7
13944,Q04756
13945,Q9P298
13946,A8MV81
13947,Q9Y5L2
13948,Q8NE63
13949,Q8NCD3
13950,P52790
13951,P28067
13952,P28068
13953,Q8WW32
13954,P54868
13955,P82970
13956,P22626
13957,Q8WVV9
13958,P31267
13959,P31268
13960,P13378
13961,O60760
13962,Q86YV9
13963,O43593
13964,Q6UXD1
13965,O00198
13966,Q86YZ3
13967,Q8IZT8
13968,C9JCN9
13969,Q8NBQ5
13970,Q7Z5P4
13971,O14756
13972,Q8NHY5
13973,P10997
13974,P21815
13975,Q14773
13976,Q9Y6W8
13977,O75144
13978,Q5T6J7
13979,A6NMD0
13980,P17181
13981,Q8IZJ0
13982,Q96FT9
13983,P22692
13984,Q8WX77
13985,P01854
13986,Q8IYA8
13987,Q9UKT9
13988,Q9UHF5
13989,Q9NRM6
13990,Q14116
13991,O95998
13992,Q13478
13993,O95256
13994,P01583
13995,P27930
13996,Q9NPH3
13997,P60568
13998,Q9NPF7
13999,Q13007
14000,Q6UWB1
14001,P01589
14002,P08700
14003,Q6EBC2
14004,Q8NI17
14005,O95760
14006,Q9NZH8
14007,P26951
14008,P05113
14009,Q01344
14010,P13232
14011,P15248
14012,Q0VD86
14013,P55103
14014,P58166
14015,Q14642
14016,Q1MX18
14017,Q9Y581
14018,Q96T92
14019,P14616
14020,A6NMK8
14021,Q96PC2
14022,A8MXQ7
14023,Q8N6M8
14024,A8MTL0
14025,Q1A5X6
14026,O43187
14027,Q8WZA9
14028,O14498
14029,Q2M1V0
14030,Q9NPH2
14031,Q13683
14032,O43736
14033,Q6GPH6
14034,Q3MIP1
14035,P07476
14036,Q96ST2
14037,Q6PHW0
14038,Q8IYV9
14039,Q6UXV1
14040,Q5VZ72
14041,Q1ZYL8
14042,Q86YT9
14043,P01591
14044,Q96JJ6
14045,O75564
14046,Q9Y4A0
14047,Q96MG2
14048,Q8N6L0
14049,O60303
14050,O94819
14051,Q16322
14052,P22460
14053,O43448
14054,P15382
14055,Q9Y6J6
14056,Q9Y6H6
14057,Q9UJ90
14058,Q86W47
14059,P56696
14060,Q8N5I3
14061,Q9ULS6
14062,A8MYU2
14063,Q693B1
14064,Q17RG1
14065,Q4G0X4
14066,P24390
14067,Q8NB78
14068,Q9Y4C1
14069,Q6B0I6
14070,Q587J8
14071,Q68EN5
14072,Q8N8K9
14073,Q96FN5
14074,Q5T7B8
14075,Q86VH2
14076,Q8N4N8
14077,Q8TD94
14078,Q8N7A1
14079,Q8NEP7
14080,Q9NR64
14081,Q9NXS3
14082,Q96CT2
14083,Q9UBX7
14084,Q9P0G3
14085,Q9Y5K2
14086,P49862
14087,O60259
14088,P03952
14089,P26718
14090,Q13241
14091,Q96E93
14092,A4D1S0
14093,Q76NI1
14094,A5PL33
14095,Q9NPI7
14096,Q8NCW0
14097,Q9C075
14098,Q6A163
14099,P59990
14100,Q3LI76
14101,A8MUX0
14102,Q6PEX3
14103,A8MX34
14104,Q9BYR8
14105,Q701N2
14106,Q8IUC3
14107,Q8IUC2
14108,Q53RY4
14109,P60985
14110,Q5T7N2
14111,Q96EM0
14112,P18627
14113,Q14657
14114,Q6GTX8
14115,P00709
14116,Q9UQV4
14117,Q6ZV70
14118,Q13571
14119,Q9GZY6
14120,Q8IWV1
14121,O95447
14122,Q6JVE6
14123,Q6JVE5
14124,Q6JVE9
14125,Q8WX39
14126,Q96B96
14127,P07864
14128,O95751
14129,Q5T871
14130,Q8NC56
14131,Q96DT0
14132,Q8N135
14133,O75473
14134,Q9HBX8
14135,Q86WI0
14136,P15018
14137,Q9H400
14138,Q86TS7
14139,P07098
14140,Q5VXJ0
14141,Q5VYY2
14142,Q5VXI9
14143,Q8TD35
14144,Q96L11
14145,Q9HAT1
14146,Q496Y0
14147,P23490
14148,A6NCL2
14149,Q9H756
14150,Q9BYS8
14151,Q8N386
14152,Q2I0M4
14153,Q9C0I9
14154,Q1X8D7
14155,Q8N309
14156,Q96FV0
14157,Q8IUZ0
14158,Q8N7C0
14159,Q6ZSA7
14160,Q05C16
14161,Q68CR7
14162,Q6P9F7
14163,A4D1F6
14164,A6NIV6
14165,Q8WUT4
14166,Q86VH5
14167,Q86VH4
14168,Q9HBL6
14169,Q8N8F7
14170,O00453
14171,Q06643
14172,Q14767
14173,Q8N2S1
14174,P36941
14175,Q8IV03
14176,Q6Q4G3
14177,Q16553
14178,Q5SRR4
14179,O95867
14180,Q17RY6
14181,H3BQJ8
14182,Q9HBG7
14183,P0DP58
14184,Q8N2G4
14185,Q6UXB3
14186,O95274
14187,Q6UWN0
14188,Q6UWN5
14189,Q08AI8
14190,Q13477
14191,Q96JY0
14192,Q9H213
14193,Q3KP22
14194,Q13021
14195,Q6ZN01
14196,A6NHS7
14197,P46734
14198,Q16584
14199,Q92918
14200,Q9H992
14201,Q9Y4F3
14202,P04201
14203,O15021
14204,Q8WWY6
14205,Q8IX19
14206,D6RGH6
14207,Q9NWR8
14208,Q8NFP4
14209,Q86YW9
14210,Q71F56
14211,A0A087WXM9
14212,C9JSJ3
14213,Q9NQ76
14214,Q5U5Q3
14215,Q86XN8
14216,P55082
14217,Q13361
14218,A6NG13
14219,Q3V5L5
14220,Q7Z6M3
14221,P59773
14222,Q8NB16
14223,P08473
14224,P09238
14225,P39900
14226,P08254
14227,P22894
14228,Q13201
14229,Q96BY2
14230,Q86TA1
14231,Q13875
14232,Q16653
14233,Q96PD6
14234,Q9UQ07
14235,Q86VD1
14236,O75425
14237,Q9BXT6
14238,Q99550
14239,O95866
14240,Q9Y605
14241,Q86SM8
14242,Q96AM1
14243,Q86SM5
14244,Q9BYG7
14245,A6NES4
14246,Q7Z745
14247,Q68CQ1
14248,Q8N5N7
14249,Q6P1R3
14250,Q96H12
14251,O60682
14252,Q8N5Y2
14253,P21757
14254,P03928
14255,Q9NZJ7
14256,Q9Y4B5
14257,Q8NCU8
14258,Q6W4X9
14259,Q3MIW9
14260,A6NDP7
14261,A2RUH7
14262,P14649
14263,A0A1B0GTQ4
14264,Q96H55
14265,Q9UBC5
14266,A0A1B0GUC4
14267,Q96LU7
14268,Q8WU39
14269,Q5TBK1
14270,Q6N069
14271,Q93015
14272,Q02083
14273,Q96BF6
14274,Q9ULW6
14275,Q99457
14276,Q96NT1
14277,Q09161
14278,Q5T1S8
14279,Q8NI08
14280,O76036
14281,P12036
14282,Q969S2
14283,Q6P3R8
14284,Q8TD19
14285,Q92832
14286,O60524
14287,Q9Y3R4
14288,Q96EH8
14289,Q9H2A3
14290,O00712
14291,Q8NI38
14292,Q02575
14293,Q6VVB1
14294,Q5JS37
14295,P0CG21
14296,Q6NVV3
14297,Q9H841
14298,Q8N8D7
14299,Q16617
14300,Q9NPP4
14301,Q13287
14302,Q9HBL8
14303,O60936
14304,O94818
14305,Q86U38
14306,P29474
14307,Q99466
14308,Q9HBY0
14309,Q9NPH5
14310,Q8IXF0
14311,P0C0P6
14312,Q6W5P4
14313,Q15761
14314,P55055
14315,Q14994
14316,Q16612
14317,Q8WWG1
14318,Q9NQ35
14319,Q7Z2Y5
14320,Q9GZP1
14321,P42857
14322,Q8NE18
14323,Q8TCD5
14324,Q969T7
14325,P34130
14326,Q5VU65
14327,A6NF83
14328,Q86Y26
14329,Q9ULI1
14330,Q96DL1
14331,Q6UWF7
14332,O95157
14333,Q6ZVC0
14334,Q9P2P1
14335,Q9UMX2
14336,A1E959
14337,Q14990
14338,Q9ULJ1
14339,Q8IXM7
14340,Q2M2E3
14341,P78380
14342,A6NGQ2
14343,Q96PE5
14344,Q9BRQ5
14345,Q7RTS5
14346,Q9NRC9
14347,Q96DC9
14348,Q5VV17
14349,Q7RTZ1
14350,O15547
14351,Q15077
14352,Q8N7B6
14353,Q99487
14354,Q9BPZ3
14355,O75914
14356,Q9H999
14357,Q9NR21
14358,Q6UY27
14359,B3GLJ2
14360,P0C8F1
14361,Q9H0N5
14362,P35227
14363,Q3KNV8
14364,Q8IVA1
14365,Q9UHG2
14366,Q6UW60
14367,Q8NBM8
14368,Q15116
14369,Q8N4E4
14370,Q01064
14371,O00408
14372,Q9NP56
14373,Q86YL7
14374,Q8IXQ8
14375,Q15121
14376,Q96S96
14377,Q86TG7
14378,Q9GZU2
14379,A0A1W2PR82
14380,Q6UWS5
14381,P60673
14382,P20142
14383,Q32NB8
14384,Q9BWX1
14385,Q92561
14386,Q6UXB8
14387,Q9Y6X2
14388,Q9H5I5
14389,Q3MUY2
14390,Q86VD9
14391,Q9BSJ6
14392,P12273
14393,P78356
14394,P0C851
14395,O00562
14396,Q9BZ72
14397,Q7Z3Z4
14398,Q9NZM6
14399,Q9NTG1
14400,P08F94
14401,P14555
14402,Q5R387
14403,Q9UNK4
14404,Q9NZK7
14405,Q9BZM2
14406,P39877
14407,Q9NQ66
14408,Q9UPR0
14409,Q86YW0
14410,Q96BZ4
14411,Q6UQ28
14412,Q96Q06
14413,Q00G26
14414,Q496M5
14415,Q8IYS1
14416,Q13794
14417,A0A1W2PS18
14418,P29590
14419,Q92871
14420,Q8NA58
14421,P16233
14422,P54315
14423,P54317
14424,Q8ND90
14425,Q9UL42
14426,Q9UL41
14427,Q96PV4
14428,Q86V59
14429,P11086
14430,Q7Z6Z6
14431,Q8TCS8
14432,Q6PEZ8
14433,Q9NZ53
14434,Q9P215
14435,Q16633
14436,P49335
14437,A8MPX8
14438,P45877
14439,Q96MI6
14440,O60237
14441,Q13522
14442,Q96LQ0
14443,Q9H7J1
14444,Q6ZSY5
14445,P16298
14446,Q9UPN7
14447,P01298
14448,Q9BSG0
14449,Q86YV5
14450,Q96QH2
14451,Q96NZ9
14452,Q00LT1
14453,Q8N945
14454,P13727
14455,Q9Y2Y8
14456,P31323
14457,P04553
14458,P04554
14459,Q9NNZ6
14460,Q9UKY0
14461,Q9UNN8
14462,Q86WR7
14463,Q6NWY9
14464,P11908
14465,P0C7W0
14466,P79522
14467,Q53SZ7
14468,B1ATL7
14469,Q8TB68
14470,Q5T870
14471,Q9BZD7
14472,Q99811
14473,A6NIE9
14474,Q8NF86
14475,A4D1T9
14476,A1L453
14477,Q7Z5A4
14478,Q7RTY3
14479,E5RG02
14480,Q7RTY5
14481,Q9UI38
14482,Q6PEW0
14483,Q6UWB4
14484,Q6UWY2
14485,Q8IYP2
14486,P24158
14487,O43653
14488,Q8NDX1
14489,Q9UIG4
14490,O60542
14491,Q6PGN9
14492,Q8IV42
14493,Q6ISU1
14494,Q13258
14495,Q8N4Q0
14496,P20962
14497,Q15678
14498,P35236
14499,Q14761
14500,Q9HD43
14501,Q15397
14502,Q92626
14503,Q8NFP0
14504,Q15274
14505,P83859
14506,Q9H0J4
14507,Q9Y2K5
14508,Q7L804
14509,Q9H0T7
14510,Q9ULW5
14511,O14966
14512,Q8WUD1
14513,Q96AX2
14514,Q14964
14515,Q96AH8
14516,Q9Y3P9
14517,Q7Z5J4
14518,Q9BTL3
14519,O60896
14520,Q9H2T7
14521,Q86VV4
14522,P10826
14523,O95294
14524,Q8N431
14525,O95267
14526,Q9NYW8
14527,Q9H1K0
14528,P35241
14529,Q9H6H4
14530,Q9BWE0
14531,Q9HCM1
14532,Q5W5W9
14533,Q9HD89
14534,Q6ZV50
14535,O43665
14536,Q8NE09
14537,P62745
14538,Q06587
14539,Q96K30
14540,Q96LZ7
14541,Q9H871
14542,Q5GAN6
14543,Q8TAA1
14544,Q5GAN4
14545,Q5GAN3
14546,P60153
14547,Q05823
14548,Q9ULX5
14549,Q5XPI4
14550,Q96EQ8
14551,Q8IUD6
14552,Q8WVD3
14553,Q8NC42
14554,Q96A37
14555,Q9NXI6
14556,Q5TA31
14557,A6NCQ9
14558,E7ERA6
14559,Q96EP0
14560,Q68DV7
14561,P56715
14562,Q9UNE2
14563,P61927
14564,Q96P16
14565,Q6XPR3
14566,Q6P087
14567,A6NKG5
14568,Q8N8U3
14569,Q6ZR62
14570,Q5HYW3
14571,Q6ICC9
14572,Q8NET4
14573,P59025
14574,Q5QGT7
14575,Q9BQQ7
14576,Q96DX8
14577,Q6ZNE9
14578,Q9UIY3
14579,Q96FQ6
14580,P33764
14581,P05109
14582,P06702
14583,P29377
14584,Q96BU1
14585,Q9P1V8
14586,Q5PRF9
14587,Q5TGI4
14588,Q8TEE9
14589,O75446
14590,Q5SSQ6
14591,Q86VE3
14592,P0C264
14593,Q6UWP8
14594,Q8IVN8
14595,P11684
14596,Q8TD33
14597,Q96PL1
14598,Q6UWF3
14599,Q9UI33
14600,P37088
14601,P51168
14602,P51170
14603,O75711
14604,Q12765
14605,P09683
14606,P47872
14607,P18827
14608,Q8NEX9
14609,Q9BY50
14610,Q9H9S3
14611,Q5TEA6
14612,P14151
14613,Q8WYJ6
14614,Q9NVA2
14615,O75920
14616,P48595
14617,Q96P15
14618,Q96P63
14619,Q9UIV8
14620,P05120
14621,P36952
14622,O75635
14623,O75830
14624,A2A2V5
14625,A0A1B0GWG4
14626,Q9BYH1
14627,Q6FHJ7
14628,Q6UW10
14629,P11686
14630,Q96LD1
14631,O14492
14632,Q8TEJ3
14633,Q15464
14634,Q6S5L8
14635,Q9BZQ2
14636,Q6ZSJ9
14637,Q6UWV7
14638,A6NKW6
14639,Q8IYI0
14640,Q5VXU9
14641,Q9NXL6
14642,Q9BZZ2
14643,Q96PQ1
14644,Q14190
14645,Q9Y3P8
14646,Q13291
14647,Q9P0V8
14648,Q5PT55
14649,Q3KNW5
14650,Q8IY34
14651,Q7RTX9
14652,P54219
14653,Q96S37
14654,Q9UJS0
14655,Q9H0C2
14656,Q8N413
14657,Q8TE54
14658,Q96RN1
14659,Q7LBE3
14660,Q5K4L6
14661,Q9HAS3
14662,P14672
14663,Q6PXP3
14664,Q99726
14665,Q8N130
14666,Q5M8T2
14667,Q8WV83
14668,Q8N808
14669,Q9H2H9
14670,Q504Y0
14671,Q96GZ6
14672,Q9BY10
14673,Q86UW2
14674,Q8N2U9
14675,Q99884
14676,Q8TCU3
14677,Q15599
14678,Q8IVB4
14679,Q4G0N8
14680,Q6ZQN7
14681,P0C7P3
14682,Q08AF3
14683,Q499Z3
14684,Q96PX8
14685,O00631
14686,P03973
14687,P55000
14688,P0DP57
14689,Q0VAQ4
14690,Q147U7
14691,A6NFE2
14692,A2RU48
14693,P58511
14694,A6NLE4
14695,A0A1B0GUW7
14696,Q9BZL3
14697,A0A1B0GVY4
14698,A0A1B0GW64
14699,Q8WVI0
14700,Q99954
14701,P37840
14702,A6NMZ2
14703,Q9Y675
14704,Q8N9S9
14705,Q86XE0
14706,Q5JUK2
14707,Q9BX66
14708,A6NEL2
14709,O94993
14710,A0A1B0GVQ0
14711,Q9HBV2
14712,W5XKT8
14713,Q96KW9
14714,Q8N0X2
14715,Q9NPE6
14716,Q9BXB7
14717,Q7Z5L4
14718,Q7Z572
14719,Q86W54
14720,Q9BR10
14721,Q8NHX4
14722,Q96LK8
14723,Q96N06
14724,A4D263
14725,Q9BWV2
14726,Q76KD6
14727,Q9H0A9
14728,Q496A3
14729,O95238
14730,Q8N4L4
14731,Q0P670
14732,Q6UW49
14733,Q9NYA1
14734,Q01892
14735,Q9Y657
14736,Q56A73
14737,P00995
14738,Q1W4C9
14739,Q6UWN8
14740,P58062
14741,P0C7L1
14742,Q6UDR6
14743,P16150
14744,Q6ZMY3
14745,P10451
14746,Q8TCT8
14747,Q8IUH8
14748,Q9UBC9
14749,Q96PI1
14750,Q9BXG8
14751,Q8NEQ6
14752,Q8WXF0
14753,O75177
14754,Q8WTU2
14755,Q6ZMT1
14756,Q9UJ98
14757,Q9ULZ2
14758,P59095
14759,Q9UHE8
14760,Q13043
14761,Q8NE28
14762,Q8N7X2
14763,Q7Z7C7
14764,Q8IX01
14765,Q8TAQ9
14766,Q8TC36
14767,O75683
14768,Q9H5I1
14769,Q9H7V2
14770,O95473
14771,O15056
14772,Q8N3V7
14773,Q9H5J8
14774,Q5H9L4
14775,Q9NYV7
14776,Q9HAI6
14777,Q8IYX1
14778,O95759
14779,Q66K14
14780,O75333
14781,Q8N9U0
14782,Q15170
14783,Q969E4
14784,Q5H9L2
14785,Q9BRU2
14786,Q8IYN2
14787,Q9UHQ7
14788,Q8N8B7
14789,Q5QJ38
14790,P56279
14791,Q8WWU5
14792,Q6NUS6
14793,Q15562
14794,Q15561
14795,Q5HYJ1
14796,Q7L2K0
14797,Q96M29
14798,A6NCJ1
14799,Q6URK8
14800,Q9BY14
14801,Q9BXU0
14802,Q9BXT5
14803,Q8N6K0
14804,O43247
14805,Q5T0J7
14806,Q96LM6
14807,Q6PEX7
14808,Q6ZNM6
14809,Q53QW1
14810,A6NCN8
14811,P04155
14812,Q03403
14813,Q07654
14814,O43294
14815,Q9GZN2
14816,P49221
14817,P0DJG4
14818,Q8IYQ7
14819,Q9NS62
14820,Q86XR7
14821,Q6ZNK6
14822,Q4W5G0
14823,Q6B0B8
14824,Q8IY51
14825,Q53EQ6
14826,Q495A1
14827,P01033
14828,P35625
14829,A0PJX2
14830,Q04724
14831,Q04727
14832,Q9H808
14833,Q9Y6L7
14834,Q53R12
14835,Q7Z5M5
14836,Q7Z6W1
14837,Q8N6Q1
14838,A8MYB1
14839,B3SHH9
14840,Q9NV12
14841,Q96AN5
14842,Q8N4L1
14843,Q8WZ71
14844,Q5U3C3
14845,Q8WVE6
14846,Q3YBM2
14847,Q8WZ59
14848,A6NGB0
14849,A6NGA9
14850,Q6UWW9
14851,A6NLX4
14852,A6NML5
14853,A2RRL7
14854,Q68D42
14855,Q6GV28
14856,B2RXF0
14857,B4DJY2
14858,Q24JQ0
14859,A6NEH6
14860,Q86YD3
14861,Q8N6L7
14862,Q8WV15
14863,Q5VZI3
14864,Q6UE05
14865,Q8NCS4
14866,Q8WWA1
14867,P56557
14868,Q8NDY8
14869,Q4KMG9
14870,Q96NL1
14871,Q96HE8
14872,Q8NBN3
14873,A2RUT3
14874,Q6UXU6
14875,Q3KNT9
14876,P0DMS9
14877,Q6ZMR5
14878,Q86T26
14879,O60235
14880,Q9UL52
14881,Q6ZWK6
14882,Q8IU80
14883,Q9NP84
14884,O14836
14885,Q96RJ3
14886,Q02223
14887,P28908
14888,P23510
14889,P32971
14890,P41273
14891,Q9H2K2
14892,P09430
14893,Q05952
14894,Q8IZW8
14895,Q14106
14896,Q6ZUX3
14897,O75674
14898,Q6UXN7
14899,Q969M1
14900,P07202
14901,O94811
14902,Q9Y228
14903,O15050
14904,Q5T215
14905,Q6PIZ9
14906,Q9NP99
14907,Q9NZC2
14908,Q86YW5
14909,Q5T2D2
14910,Q6UXN2
14911,Q96PN7
14912,Q12899
14913,Q13263
14914,Q8IWZ5
14915,Q9BRZ2
14916,Q6ZTA4
14917,Q6NT89
