,Protein1_ID
8262,Q8IUN9
8263,P07307
8264,Q9BYE7
8265,Q9H3H5
8266,O76054
8267,Q9UDX3
8268,Q99731
8269,A8MPS7
8270,Q96M95
8271,A6NFT4
8272,O95393
8273,Q6IN84
8274,Q7Z3V4
8275,Q96EY8
8276,Q496J9
8277,P16591
8278,O14495
8279,Q05195
8280,Q5T9C9
8281,Q08378
8282,Q9NZD2
8283,Q14161
8284,Q92737
8285,Q96S79
8286,O75676
8287,P35475
8288,Q70CQ3
8289,Q9UHJ6
8290,Q86V35
8291,Q96I51
8292,Q9P202
8293,Q8IYP9
8294,Q8N9R8
8295,Q9H2K8
8296,Q6NZY4
8297,O00192
8298,Q4V9L6
8299,Q7Z7K6
8300,Q9NP71
8301,Q9HAP2
8302,O75616
8303,Q93084
8304,Q9Y6N6
8305,O14682
8306,Q8N1W1
8307,Q9HCE3
8308,Q9UI15
8309,Q8N1T3
8310,Q9H257
8311,Q07108
8312,Q9Y4R7
8313,Q09328
8314,Q6Q0C1
8315,Q99735
8316,Q13601
8317,Q96MP8
8318,Q6P5R6
8319,Q9P032
8320,Q92674
8321,P33240
8322,Q9HBM1
8323,Q9P2L0
8324,Q96BP2
8325,P55789
8326,Q9NS73
8327,Q9UKA9
8328,Q9Y620
8329,Q9BPY3
8330,Q9NWS6
8331,Q8IW00
8332,Q9P0J1
8333,Q9H112
8334,Q5SSJ5
8335,Q9BY66
8336,P41229
8337,Q9P0U1
8338,Q8N661
8339,Q12904
8340,O75575
8341,Q9BVM2
8342,Q9H867
8343,Q96BW5
8344,Q12849
8345,P35557
8346,Q9Y394
8347,Q02818
8348,Q502X0
8349,P55040
8350,C9JLW8
8351,Q9Y2P4
8352,Q8NEA4
8353,O96011
8354,Q9Y2Z9
8355,Q6P5S7
8356,Q96LJ8
8357,O15194
8358,P80188
8359,P0C6A0
8360,Q86WW8
8361,Q9Y543
8362,P82932
8363,Q15334
8364,Q96CM8
8365,O60783
8366,Q6BCY4
8367,Q14541
8368,Q5VTB9
8369,Q8WVM0
8370,Q8TAS1
8371,Q8IWF2
8372,Q9NVA1
8373,Q92696
8374,Q6P4F2
8375,P31415
8376,Q9NZE8
8377,Q96S90
8378,Q8NBD8
8379,Q9NRA2
8380,Q8N594
8381,Q9NZI8
8382,Q9Y2Y9
8383,Q5T655
8384,Q5SGD2
8385,P05090
8386,O00423
8387,Q06455
8388,Q6XE24
8389,Q8N2K0
8390,Q9H9A5
8391,Q6MZT1
8392,Q9UN37
8393,Q9C0F1
8394,Q6MZP7
8395,Q9HCG8
8396,Q15418
8397,Q9H0A8
8398,Q7L0R7
8399,Q9BQT8
8400,Q5VXD3
8401,Q9NV66
8402,Q9BSE5
8403,O14967
8404,Q5T440
8405,Q8NBL3
8406,Q6P597
8407,P36406
8408,Q96JK2
8409,Q8N302
8410,Q96C03
8411,O75916
8412,P18405
8413,Q16572
8414,Q7Z4T8
8415,Q8NCW6
8416,Q06481
8417,Q9UIL1
8418,O15075
8419,Q9NV88
8420,Q9NW15
8421,Q14BN4
8422,P14867
8423,P17096
8424,Q8IY18
8425,Q8TBY0
8426,Q9H816
8427,Q5T6F0
8428,P48163
8429,Q8TB45
8430,P83436
8431,Q9BZW7
8432,Q5VWX1
8433,Q5T4F4
8434,Q9NPD8
8435,Q00059
8436,Q6P6C2
8437,Q05D32
8438,P08637
8439,P12319
8440,Q9NS28
8441,O75908
8442,Q3KNW1
8443,Q86TI2
8444,Q96RP9
8445,Q86T82
8446,Q9ULR3
8447,Q9NWM3
8448,Q06547
8449,P19801
8450,Q6ICH7
8451,P13521
8452,Q6VMQ6
8453,P51798
8454,Q9HCC9
8455,P48380
8456,Q32M88
8457,Q9H069
8458,P14209
8459,O95544
8460,O75153
8461,Q9UHR6
8462,Q9H4I0
8463,Q9NXD2
8464,Q96KC8
8465,Q96G79
8466,Q3B7J2
8467,Q96SU4
8468,Q96MV8
8469,Q969F9
8470,Q9H8M7
8471,P14868
8472,A4D126
8473,Q6ZS86
8474,Q52LA3
8475,Q5R3K3
8476,Q9NR46
8477,Q13224
8478,Q14147
8479,Q2MJR0
8480,Q5TC84
8481,Q9UPX8
8482,Q7Z7M8
8483,A0A1B0GW35
8484,P15407
8485,Q75V66
8486,Q5T7M4
8487,Q8NC44
8488,Q8N4Y2
8489,Q5BJD5
8490,Q8NFU5
8491,O14576
8492,Q53LP3
8493,Q9H211
8494,P40337
8495,Q8TEA7
8496,Q9Y619
8497,Q0D2K5
8498,Q96TA1
8499,Q8WVT3
8500,O43760
8501,Q15762
8502,Q6PI26
8503,Q15025
8504,Q70SY1
8505,Q92628
8506,Q6NXG1
8507,Q9NTG7
8508,Q14894
8509,Q7Z6L1
8510,Q99581
8511,Q9UL45
8512,Q8IU85
8513,Q7RTT9
8514,Q9UN86
8515,Q9HC78
8516,O15550
8517,O14607
8518,A0PJX4
8519,Q8IZ83
8520,Q53TQ3
8521,Q6ZT98
8522,Q6Q0C0
8523,Q8NEA6
8524,Q96SB4
8525,Q14896
8526,Q8WUK0
8527,Q9HC57
8528,Q13724
8529,Q8N465
8530,Q9BVG3
8531,Q8WXH4
8532,Q9NTJ5
8533,Q6ZU65
8534,A2A3K4
8535,Q4V328
8536,Q8TCG2
8537,Q9H6Q4
8538,O60907
8539,Q12907
8540,Q9UL40
8541,P15408
8542,O75387
8543,Q96AP4
8544,Q9NRR4
8545,Q8TE04
8546,P34925
8547,Q16595
8548,Q7Z3C6
8549,Q96S53
8550,O15119
8551,Q86TB9
8552,Q8TAX0
8553,Q8IXB1
8554,Q8TDX5
8555,Q08477
8556,P45954
8557,Q8N6S5
8558,P29372
8559,Q02338
8560,Q8NHY2
8561,O14921
8562,Q14139
8563,O95470
8564,Q86XK3
8565,Q8N2K1
8566,Q9UII2
8567,Q8N5C1
8568,P42357
8569,Q6PKX4
8570,O00487
8571,Q9BTV6
8572,P48723
8573,Q9UPQ8
8574,Q8IYI6
8575,Q9BUB4
8576,Q8WUH2
8577,O43709
8578,Q12772
8579,Q9UPZ3
8580,P14735
8581,Q92750
8582,Q16626
8583,Q3SXY7
8584,Q5T6F2
8585,Q8IUH5
8586,Q6IPR1
8587,Q9BXJ8
8588,Q96L93
8589,Q2TAA8
8590,Q9NX47
8591,Q8N141
8592,Q3ZCT1
8593,Q9Y2G7
8594,Q9HCL3
8595,Q6ZN57
8596,P15622
8597,Q96NJ6
8598,Q5W0V3
8599,Q86UB9
8600,P45844
8601,O60242
8602,Q96JT2
8603,Q6ZMG9
8604,Q86UP3
8605,Q8IUK8
8606,Q96BP3
8607,Q8N4K4
8608,Q9H0E3
8609,Q86VX9
8610,Q8IWB9
8611,Q9BRN9
8612,O00180
8613,Q8WW52
8614,Q9Y519
8615,Q08116
8616,P42679
8617,P51788
8618,Q6P387
8619,Q8TBF5
8620,P62068
8621,P05060
8622,Q7Z2D5
8623,Q32ZL2
8624,Q8N4G2
8625,Q13387
8626,Q5T4T1
8627,Q8NCS7
8628,Q96GR4
8629,O95985
8630,Q9Y3P4
8631,Q96A84
8632,C9JQI7
8633,Q5VXM1
8634,Q96MN5
8635,Q9NP80
8636,Q86TH1
8637,P49447
8638,Q5K4E3
8639,Q5JS13
8640,Q13444
8641,O75077
8642,P59510
8643,P49917
8644,Q8IW70
8645,Q86U10
8646,Q8NHG8
8647,Q86XT9
8648,Q8TAP6
8649,Q8TBB6
8650,Q96RD9
8651,P07358
8652,Q92953
8653,Q08211
8654,Q8N187
8655,Q9P2D1
8656,O94900
8657,Q9P283
8658,Q8NBP5
8659,Q99795
8660,Q96QE3
8661,Q9UPW6
8662,Q8N398
8663,Q9H714
8664,O60909
8665,Q9UHC6
8666,Q9UM21
8667,Q9BVI0
8668,Q9HD67
8669,Q8N612
8670,Q8IV77
8671,O75881
8672,Q99661
8673,O43525
8674,Q53QZ3
8675,Q92963
8676,Q99578
8677,O60391
8678,Q9UMR7
8679,Q6EIG7
8680,Q8NDX5
8681,Q8WZA2
8682,Q9H8W5
8683,P00480
8684,Q8TDW5
8685,Q9Y6M1
8686,Q9UGJ0
8687,Q6PI48
8688,Q8WVM7
8689,Q13535
8690,Q9Y6X6
8691,Q9Y226
8692,Q6ZVH7
8693,Q6PIF6
8694,Q8WY91
8695,Q96JB8
8696,Q96GM8
8697,P12757
8698,Q7Z3H4
8699,Q8TDF5
8700,Q9BUB7
8701,P05121
8702,Q8N8A2
8703,Q96PB7
8704,Q96JH7
8705,Q9C0B6
8706,Q9NPC1
8707,Q14296
8708,Q6PIS1
8709,Q66K66
8710,O43280
8711,Q15942
8712,Q8N128
8713,Q9NWT8
8714,Q15031
8715,Q96EX3
8716,Q96R05
8717,Q96DG6
8718,Q9Y4X4
8719,Q9Y6K0
8720,Q5H9S7
8721,O94808
8722,Q15742
8723,Q9BV20
8724,P45381
8725,Q8N3Y1
8726,Q9NY74
8727,O00471
8728,Q9UBU2
8729,Q494R4
8730,Q8IY50
8731,Q96I15
8732,Q9H2C2
8733,Q3MIT2
8734,P21439
8735,Q9BUK0
8736,Q9NTU7
8737,Q8IVV8
8738,Q5T0T0
8739,A6NGC4
8740,Q9Y5A7
8741,O14639
8742,Q8TDW4
8743,Q92743
8744,Q96N87
8745,Q9BUB5
8746,Q8TB92
8747,Q53FZ2
8748,Q5JUQ0
8749,Q9H2S6
8750,O94810
8751,P53708
8752,P62266
8753,Q15293
8754,Q9NZ56
8755,Q6UXG3
8756,P01833
8757,Q8IVU1
8758,O14829
8759,Q6IA17
8760,A6NC98
8761,Q5VT99
8762,Q9BY71
8763,P0C7U0
8764,Q5R3F8
8765,Q8TDY8
8766,Q9NZU1
8767,Q8WU17
8768,Q86TW2
8769,Q14686
8770,Q09472
8771,P49116
8772,Q9P289
8773,O14782
8774,P48426
8775,O43252
8776,P35240
8777,P13805
8778,P49795
8779,Q8WWH5
8780,Q6P2P2
8781,O14656
8782,O76039
8783,Q96J88
8784,P28222
8785,Q8IWE5
8786,Q9UKL6
8787,Q9UJ42
8788,Q8TDZ2
8789,P78364
8790,Q96AP0
8791,Q6PI78
8792,O00591
8793,Q5T1R4
8794,Q75VX8
8795,Q8N443
8796,Q8TB72
8797,Q9P227
8798,Q8TCX5
8799,Q96G01
8800,Q9NS61
8801,Q9UJX3
8802,O75264
8803,Q56UN5
8804,O95150
8805,Q8N6R1
8806,O60830
8807,Q3MIX3
8808,Q8IYB1
8809,Q53GT1
8810,Q8IV20
8811,O14529
8812,Q6UY09
8813,Q8WW35
8814,Q69YI7
8815,Q99801
8816,Q9BZJ8
8817,P50148
8818,Q15648
8819,Q05193
8820,Q86WC4
8821,P27487
8822,Q9NYV4
8823,Q9UGQ3
8824,O15318
8825,Q68D91
8826,Q8TC92
8827,P29536
8828,Q6ZVT0
8829,O43820
8830,Q6ZSG1
8831,Q8IVV2
8832,Q9UHP6
8833,Q8WTR2
8834,Q7Z6Z7
8835,Q17RB8
8836,P13224
8837,A6NFY4
8838,Q9BYX4
8839,Q12884
8840,Q5VV41
8841,Q8IYS2
8842,Q16568
8843,Q14C87
8844,Q8N3T6
8845,Q15735
8846,Q9Y4H2
8847,Q9ULD4
8848,O96024
8849,Q5VWQ8
8850,Q8IY49
8851,Q9ULL4
8852,Q96RU3
8853,Q68BL7
8854,Q6P2M8
8855,Q5T6S3
8856,Q9BXB4
8857,O60282
8858,Q9BXI6
8859,P30542
8860,Q08499
8861,P31327
8862,O14764
8863,B1AK53
8864,Q14165
8865,Q9NSA2
8866,O95837
8867,O43900
8868,P34947
8869,Q12866
8870,Q9Y4E5
8871,Q8N5C6
8872,Q13094
8873,Q9BZH6
8874,Q8IWV8
8875,Q5TH69
8876,Q6UY11
8877,Q5JTD0
8878,Q8N4B5
8879,Q86XJ0
8880,Q8IU99
8881,P05129
8882,Q9UF33
8883,Q16851
8884,P98196
8885,Q6ZR08
8886,Q18PE1
8887,O15068
8888,Q8NFU1
8889,P28289
8890,P51911
8891,Q76MJ5
8892,Q9UPQ0
8893,Q9HCN3
8894,Q92563
8895,Q5SZD4
8896,Q9NR82
8897,P22059
8898,Q5T5X7
8899,Q8WYP3
8900,Q6UXI9
8901,O95398
8902,Q9P232
8903,Q9HC58
8904,Q8NE35
8905,Q9C0B5
8906,O15327
8907,Q9P2F5
8908,Q7Z5A9
8909,O00512
8910,O14524
8911,Q15111
8912,Q8N4W6
8913,Q14644
8914,Q17RD7
8915,Q75T13
8916,Q07837
8917,Q8N884
8918,Q9BX26
8919,Q13105
8920,Q8IW93
8921,Q96PM9
8922,Q66K79
8923,Q9H3Y0
8924,Q5TIE3
8925,Q86SQ7
8926,Q6ZS81
8927,Q8WY98
8928,O43482
8929,B1AL88
8930,P30518
8931,Q494U1
8932,Q9BVC6
8933,Q86WS5
8934,P10323
8935,Q8WWQ2
8936,Q9ULE4
8937,Q9GZV1
8938,P51817
8939,P56730
8940,Q969N2
8941,Q8IUB2
8942,Q14508
8943,Q5SQS7
8944,O94983
8945,P08631
8946,Q9NZH0
8947,Q7Z5H3
8948,O15079
8949,O95684
8950,Q71U36
8951,Q9BZ29
8952,Q9UBU7
8953,Q9ULH1
8954,Q969R2
8955,Q93034
8956,Q9UBS0
8957,P23443
8958,Q6NSJ0
8959,Q96N96
8960,O15484
8961,P52294
8962,Q9NT99
8963,Q7Z304
8964,P45984
8965,Q8TDQ7
8966,Q03188
8967,Q9Y2I2
8968,Q8WWY8
8969,Q9H898
8970,Q8IZ02
8971,Q07912
8972,Q96HE9
8973,Q5DID0
8974,Q9UPV7
8975,A1L4L8
8976,Q96B97
8977,Q8TAA5
8978,Q14689
8979,Q8N3D4
8980,Q13639
8981,Q969E1
8982,Q8N5H3
8983,Q8WU08
8984,Q9NY57
8985,Q86UX6
8986,Q8ND04
8987,Q8TAE8
8988,Q9C0C6
8989,P10966
8990,Q7RTS9
8991,Q6NTF9
8992,Q96CS2
8993,Q15118
8994,Q9UGI9
8995,Q6ZP65
8996,Q9BY89
8997,Q9BXY5
8998,Q8TEQ8
8999,Q9UGI6
9000,Q9H329
9001,P10747
9002,O95278
9003,Q9UPU7
9004,Q14CB8
9005,Q8IXH8
9006,Q5EE01
9007,P11912
9008,H0UI37
9009,O94952
9010,Q14135
9011,Q9NX74
9012,Q69YN4
9013,Q12968
9014,Q8ND71
9015,Q8IV56
9016,Q8IVH2
9017,Q2I0M5
9018,Q8TAF8
9019,P51795
9020,P05543
9021,Q8IW75
9022,Q86WD7
9023,P05154
9024,Q86U17
9025,P08185
9026,Q8N895
9027,Q5QGS0
9028,O94941
9029,Q9BZJ6
9030,P08118
9031,O76090
9032,P17405
9033,O60299
9034,Q8IWY9
9035,Q16873
9036,P42685
9037,Q8NBT3
9038,Q9BQ50
9039,Q9NSU2
9040,Q86Y82
9041,Q8WVJ9
9042,P07451
9043,P23919
9044,P49642
9045,P30260
9046,O15015
9047,Q9HA90
9048,Q5NDL2
9049,Q9HCE6
9050,Q8IX30
9051,P22891
9052,Q8TF72
9053,O95210
9054,Q9UPV0
9055,Q96EK2
9056,Q9BT23
9057,Q8N143
9058,Q7RTY0
9059,Q8NCK7
9060,P00749
9061,Q9Y6Q6
9062,Q9NPI0
9063,Q8NFZ5
9064,Q96AD5
9065,Q7Z5V6
9066,Q96S16
9067,Q13469
9068,Q6ZNI0
9069,Q96J02
9070,Q13424
9071,Q9BYK8
9072,Q9H4Z3
9073,Q8NEY1
9074,Q86WV6
9075,O95486
9076,Q6IEE7
9077,Q9UJA3
9078,Q9Y5X2
9079,Q96MY7
9080,Q9P1W3
9081,Q5DX21
9082,Q9NX78
9083,P49763
9084,Q9UBC1
9085,Q96A11
9086,O43505
9087,P48740
9088,Q9BX59
9089,Q8TB96
9090,Q5JS54
9091,Q4ADV7
9092,A6NNN8
9093,A1IGU5
9094,Q9NZN5
9095,Q8TDJ6
9096,Q8NCY6
9097,Q9HCE9
9098,Q8N6Y0
9099,Q9NUQ8
9100,Q5TZA2
9101,Q5QJU3
9102,Q4G176
9103,O43543
9104,Q8TBJ4
9105,Q96M53
9106,Q96GM1
9107,Q8WWB3
9108,Q5TF58
9109,A6NH21
9110,Q96S06
9111,O95076
9112,Q96L96
9113,Q9HAV0
9114,Q8NB46
9115,Q6Y2X3
9116,Q9H3E2
9117,O14559
9118,Q8TEQ0
9119,P0C6C1
9120,Q96NW4
9121,A1A5B4
9122,O15375
9123,Q13219
9124,Q86YI8
9125,Q86UU1
9126,Q96S66
9127,Q8TDD5
9128,Q8IWG1
9129,P98198
9130,Q9NUD9
9131,A6NJV1
9132,Q99624
9133,Q96Q77
9134,A0MZ66
9135,P22459
9136,Q5XXA6
9137,Q9Y3L3
9138,Q00587
9139,O95907
9140,Q8TDX6
9141,Q8IZF6
9142,Q8IWC1
9143,Q00604
9144,P13284
9145,Q12767
9146,Q9UFP1
9147,P11215
9148,P20702
9149,Q16610
9150,P19838
9151,Q6NUI6
9152,Q969V6
9153,P17858
9154,Q7Z6L0
9155,A6NCL1
9156,P61366
9157,Q8WYB5
9158,O00115
9159,Q9HDC9
9160,Q96RG2
9161,Q8IZM8
9162,Q9NR45
9163,Q8IVF7
9164,Q9HCI7
9165,Q9NX94
9166,Q9H665
9167,Q9H089
9168,Q13371
9169,Q66K64
9170,O95415
9171,Q9ULX3
9172,Q8N5D0
9173,Q96NL6
9174,P07305
9175,Q8N3U4
9176,Q96EP1
9177,Q9H8H2
9178,Q7Z5L2
9179,Q9H8H0
9180,P54259
9181,P20062
9182,Q10571
9183,Q8NG31
9184,Q969S8
9185,O94779
9186,Q8N4S0
9187,Q99728
9188,Q9UMX1
9189,Q9NVM9
9190,Q9NVH0
9191,O75531
9192,P49754
9193,O00391
9194,Q07954
9195,P04350
9196,Q96A26
9197,Q6L9W6
9198,O95104
9199,Q8IXZ2
9200,Q08495
9201,Q5KU26
9202,Q92766
9203,Q9NWU2
9204,O43313
9205,Q9ULH7
9206,Q92817
9207,Q9Y2J8
9208,Q9UM07
9209,Q9ULC6
9210,Q6TGC4
9211,Q9ULW8
9212,Q969F1
9213,Q9UGY1
9214,Q6UX04
9215,Q8N4H0
9216,Q3LIE5
9217,P19404
9218,O95372
9219,Q5QJ74
9220,Q9ULR5
9221,P07108
9222,Q8WXC6
9223,Q96GF1
9224,Q15311
9225,O15244
9226,O15245
9227,P53680
9228,Q8N5Y8
9229,O75771
9230,Q8N819
9231,Q9Y385
9232,O43567
9233,Q2KHT3
9234,Q9NRY2
9235,Q9BRP1
9236,Q14206
9237,Q16774
9238,Q13884
9239,Q8N8V4
9240,Q9UJC5
9241,O95900
9242,Q68CL5
9243,Q9Y312
9244,Q6PIU2
9245,Q96K21
9246,Q5VST6
9247,Q8N5L8
9248,Q96BD8
9249,Q96D96
9250,Q8NI60
9251,Q9UJK0
9252,Q9Y244
9253,Q8IWD5
9254,Q8IW50
9255,P61024
9256,A0PJW6
9257,Q9H977
9258,P55822
9259,O14972
9260,Q9GZQ3
9261,Q9Y3E2
9262,Q9BU20
9263,P82664
9264,Q9P121
9265,Q9BRQ6
9266,Q5T3I0
9267,Q8WW01
9268,Q5TGY1
9269,Q06828
9270,Q8WW12
9271,Q53EV4
9272,Q96HQ2
9273,Q9UBP6
9274,Q10471
9275,Q14CX7
9276,Q8N1G0
9277,Q9BY76
9278,Q5VWN6
9279,Q9BQ52
9280,Q3MII6
9281,Q9Y5W9
9282,A0AVK6
9283,Q9H4H8
9284,Q7L0Y3
9285,O94927
9286,P57057
9287,Q9NWX6
9288,P30531
9289,O14579
9290,Q9NUV7
9291,Q9UN36
9292,Q96HM7
9293,Q9H1Q7
9294,Q5VZ03
9295,Q9H2L5
9296,Q8TEM1
9297,O60841
9298,Q8WWQ0
9299,O60423
9300,Q9P2M7
9301,Q96ND0
9302,O60449
9303,P57058
9304,Q5U5X8
9305,Q8WXB1
9306,A4D161
9307,Q16401
9308,P17900
9309,Q6NT16
9310,Q96DE5
9311,Q9H7X7
9312,O95297
9313,P55196
9314,Q8N131
9315,Q9UPP2
9316,Q92878
9317,Q7L5N7
9318,Q9H1Z4
9319,Q9Y6X3
9320,Q9Y2T3
9321,O94901
9322,P08590
9323,Q9H8U3
9324,Q9GZT8
9325,Q9H649
9326,Q9H920
9327,Q8IWW6
9328,O95633
9329,O94763
9330,Q9Y3C5
9331,O60826
9332,P35268
9333,O95069
9334,Q658L1
9335,Q6PJG6
9336,Q14956
9337,Q14699
9338,Q9Y692
9339,Q07092
9340,P0C6S8
9341,Q5TGY3
9342,Q9NX00
9343,A5PLL1
9344,O43151
9345,Q8N2Y8
9346,Q9ULQ1
9347,Q96DY2
9348,Q96C92
9349,Q8TBY9
9350,Q7L5A3
9351,O43374
9352,Q8NBI2
9353,Q2NKX8
9354,Q9H845
9355,Q969G2
9356,Q9NXH9
9357,Q8N766
9358,Q96ER9
9359,Q9UH36
9360,Q9UBQ6
9361,Q9H8M9
9362,P53004
9363,Q9UJJ7
9364,Q8NHS2
9365,Q8N6R0
9366,Q3LXA3
9367,Q96LR4
9368,P07225
9369,Q10567
9370,Q9Y2S6
9371,Q92615
9372,Q9NX08
9373,Q86VZ5
9374,P42892
9375,Q16512
9376,A8MT70
9377,O00221
9378,Q8TE02
9379,Q9BZ23
9380,Q14696
9381,Q63HM2
9382,Q5TEU4
9383,Q9BZM1
9384,Q10469
9385,P31371
9386,Q9H6P5
9387,Q96KV7
9388,Q8IWZ8
9389,Q9H008
9390,Q9NQL2
9391,Q9UDY8
9392,Q6UW68
9393,Q9HBM0
9394,Q96MU8
9395,Q9ULT6
9396,Q8WZ55
9397,Q8N7J2
9398,Q6R327
9399,Q9ULD8
9400,Q86XP1
9401,Q5TGL8
9402,Q9BXS4
9403,O15042
9404,O95264
9405,P16383
9406,Q8N0X7
9407,Q9NUV9
9408,Q5SXH7
9409,O43526
9410,Q3YBR2
9411,P51888
9412,Q9H156
9413,P35713
9414,Q17RC7
9415,Q8IWV2
9416,Q9Y210
9417,Q96IG2
9418,P42773
9419,Q2MV58
9420,Q5VVY1
9421,P00750
9422,Q9NWF9
9423,Q9C098
9424,Q9NYS7
9425,P42566
9426,Q658P3
9427,Q9HD34
9428,Q9UBL0
9429,O95997
9430,Q7Z5N4
9431,Q9H324
9432,Q9UIL8
9433,Q0VFZ6
9434,Q7L4P6
9435,A0AUZ9
9436,Q9BU19
9437,O00160
9438,P0DPA2
9439,Q7Z460
9440,Q8IZ41
9441,Q7Z5L3
9442,P35610
9443,Q9H1A4
9444,Q9NUZ1
9445,O43896
9446,P30939
9447,A6NKB5
9448,Q9BYL1
9449,Q6IPM2
9450,Q6N021
9451,A0PK05
9452,Q9H2H0
9453,Q9NUS5
9454,Q6SPF0
9455,Q9P241
9456,Q6ZUJ8
9457,P53804
9458,Q8NBH2
9459,Q96IL0
9460,Q14392
9461,Q9Y487
9462,Q96TA2
9463,Q9Y3M8
9464,Q5SRH9
9465,Q7Z3T8
9466,Q8TDN2
9467,Q8ND76
9468,Q5VTD9
9469,P18507
9470,Q9NVH6
9471,Q7Z7N9
9472,Q9NSI5
9473,Q6ZRS4
9474,Q9BXU9
9475,Q8NEM7
9476,A6NNP5
9477,Q8N9W5
9478,Q9NYP9
9479,O00287
9480,P58658
9481,O75140
9482,Q1ZZU3
9483,Q6UXF1
9484,Q8TC26
9485,P30990
9486,O75901
9487,Q96FG2
9488,Q9Y238
9489,P0C2L3
9490,Q9BQT9
9491,Q9UPV9
9492,Q9UNX9
9493,P05997
9494,Q8WXD0
9495,P29973
9496,P23975
9497,O75443
9498,Q96AA3
9499,Q9BQB4
9500,Q6Y288
9501,Q14397
9502,Q6NXR4
9503,Q9P2N5
9504,O60806
9505,A8MT69
9506,Q8N0S2
9507,A8MT33
9508,Q5SR56
9509,Q6UWJ8
9510,Q6PJI9
9511,Q9Y5Z6
9512,Q9UGN4
9513,Q8TDQ1
9514,A8K4G0
9515,Q496F6
9516,Q96LW2
9517,Q96RE7
9518,O14813
9519,Q14849
9520,P43235
9521,Q16620
9522,P48634
9523,Q9H2G9
9524,Q9BZL4
9525,O14958
9526,O14815
9527,P62324
9528,Q14549
9529,P42684
9530,O00418
9531,P20396
9532,Q16589
9533,P53677
9534,Q96I99
9535,Q9NQ55
9536,P12268
9537,Q9P2J5
9538,P04406
9539,P21953
9540,O43776
9541,Q8IXJ6
9542,Q8N7C7
9543,Q8TEB7
9544,Q8WVZ7
9545,Q9NV70
9546,Q6YN16
9547,Q86VU5
9548,Q92600
9549,Q9UJX4
9550,Q8N1G1
9551,O75717
9552,Q92624
9553,O00472
9554,Q8N5B7
9555,P53990
9556,Q13190
9557,P12821
9558,Q9HAU4
9559,Q8IZ07
9560,Q96GM5
9561,Q99729
9562,Q6PIW4
9563,Q86TB3
9564,O95251
9565,P05455
9566,Q92828
9567,Q6N043
9568,Q8ND82
9569,Q9H3N1
9570,P07686
9571,Q96FF9
9572,Q10472
9573,Q6P9G4
9574,Q9UJ78
9575,Q9UBW7
9576,P14859
9577,Q504T8
9578,P11388
9579,Q969S0
9580,Q8IV63
9581,Q12800
9582,O43572
9583,Q8IZE3
9584,O94906
9585,Q8WUM9
9586,Q9BTA9
9587,Q9UMS4
9588,Q8WW22
9589,P31689
9590,Q9BZE0
9591,O95180
9592,Q14005
9593,Q9NSY2
9594,Q7Z2Z2
9595,Q8WUJ3
9596,Q7L7X3
9597,Q9BZR9
9598,A6NIX2
9599,Q8IV04
9600,O60861
9601,Q8N159
9602,Q9UQL6
9603,Q7Z3B3
9604,Q8TF74
9605,P40259
9606,Q9H2C0
9607,A4GXA9
9608,Q6PJ21
9609,Q6ZTZ1
9610,Q8N3J2
9611,O75096
9612,Q96QB1
9613,Q9H0B8
9614,H3BQB6
9615,Q9P243
9616,Q14159
9617,Q8TDY2
9618,Q2WGJ6
9619,C9J069
9620,Q9BXL7
9621,Q6UXY8
9622,A2RU30
9623,Q0P6D6
9624,Q9HCH5
9625,Q5VZ89
9626,Q6MZQ0
9627,Q9ULK0
9628,Q8IXQ5
9629,Q99569
9630,Q13421
9631,Q96KJ4
9632,Q92562
9633,Q9NZQ3
9634,Q8N966
9635,C9JR72
9636,H7BZ55
9637,Q9UMZ2
9638,Q12797
9639,O75925
9640,Q9NZB8
9641,Q68D51
9642,Q9H6L5
9643,Q15434
9644,O94933
9645,O95466
9646,Q92529
9647,Q8IU89
9648,P60321
9649,Q9Y4G6
9650,Q5VTR2
9651,Q9UPQ3
9652,P42336
9653,Q13002
9654,Q96Q89
9655,Q8N3C0
9656,Q6P0Q8
9657,Q13454
9658,Q5XUX0
9659,Q9NT68
9660,Q8NAX2
9661,A8K7I4
9662,Q9UQC9
9663,Q96JM2
9664,O75995
9665,Q9UN76
9666,Q9ULH4
9667,P63252
9668,Q9Y625
9669,Q9Y2L6
9670,Q8TBC3
9671,P40121
9672,P46019
9673,Q9BVG9
9674,Q9H1C4
9675,Q59EK9
9676,O60684
9677,Q8N3X1
9678,Q7Z5Q1
9679,O75582
9680,Q9Y2G8
9681,O15083
9682,A7MCY6
9683,Q5VYK3
9684,Q9Y2T4
9685,P22760
9686,O75386
9687,Q9NQR7
9688,A4FU01
9689,Q8IVG5
9690,Q8IY84
9691,Q9ULL5
9692,Q6AHZ1
9693,Q8IXL6
9694,Q8TET4
9695,Q9UQC2
9696,Q9GZZ7
9697,Q5H9F3
9698,Q13368
9699,O60477
9700,Q8WUG5
9701,O95754
9702,Q9Y240
9703,O94812
9704,Q6UXM1
9705,P56856
9706,O94844
9707,P22001
9708,Q96NW7
9709,Q15652
9710,O94806
9711,Q9HA38
9712,Q8TD26
9713,Q7RTY8
9714,P14621
9715,Q9BWT7
9716,Q6J4K2
9717,P43489
9718,Q8WWZ8
9719,Q9P225
9720,Q8TDB4
9721,P14778
9722,Q9HB29
9723,P63151
9724,Q86X10
9725,Q96M02
