Unnamed: 0,Protein1_ID,class,IAV Segment,IAV Strain
9539,P21953,Human,,
9540,O43776,Human,,
9541,Q8IXJ6,Human,,
9542,Q8N7C7,Human,,
9543,Q8TEB7,Human,,
9544,Q8WVZ7,Human,,
9545,Q9NV70,Human,,
9546,Q6YN16,Human,,
9547,Q86VU5,Human,,
9548,Q92600,Human,,
9549,Q9UJX4,Human,,
9550,Q8N1G1,Human,,
9551,O75717,Human,,
9552,Q92624,Human,,
9553,O00472,Human,,
9554,Q8N5B7,Human,,
9555,P53990,Human,,
9556,Q13190,Human,,
9557,P12821,Human,,
9558,Q9HAU4,Human,,
9559,Q8IZ07,Human,,
9560,Q96GM5,Human,,
9561,Q99729,Human,,
9562,Q6PIW4,Human,,
9563,Q86TB3,Human,,
9564,O95251,Human,,
9565,P05455,Human,,
9566,Q92828,Human,,
9567,Q6N043,Human,,
9568,Q8ND82,Human,,
9569,Q9H3N1,Human,,
9570,P07686,Human,,
9571,Q96FF9,Human,,
9572,Q10472,Human,,
9573,Q6P9G4,Human,,
9574,Q9UJ78,Human,,
9575,Q9UBW7,Human,,
9576,P14859,Human,,
9577,Q504T8,Human,,
9578,P11388,Human,,
9579,Q969S0,Human,,
9580,Q8IV63,Human,,
9581,Q12800,Human,,
9582,O43572,Human,,
9583,Q8IZE3,Human,,
9584,O94906,Human,,
9585,Q8WUM9,Human,,
9586,Q9BTA9,Human,,
9587,Q9UMS4,Human,,
9588,Q8WW22,Human,,
9589,P31689,Human,,
9590,Q9BZE0,Human,,
9591,O95180,Human,,
9592,Q14005,Human,,
9593,Q9NSY2,Human,,
9594,Q7Z2Z2,Human,,
9595,Q8WUJ3,Human,,
9596,Q7L7X3,Human,,
9597,Q9BZR9,Human,,
9598,A6NIX2,Human,,
9599,Q8IV04,Human,,
9600,O60861,Human,,
9601,Q8N159,Human,,
9602,Q9UQL6,Human,,
9603,Q7Z3B3,Human,,
9604,Q8TF74,Human,,
9605,P40259,Human,,
9606,Q9H2C0,Human,,
9607,A4GXA9,Human,,
9608,Q6PJ21,Human,,
9609,Q6ZTZ1,Human,,
9610,Q8N3J2,Human,,
9611,O75096,Human,,
9612,Q96QB1,Human,,
9613,Q9H0B8,Human,,
9614,H3BQB6,Human,,
9615,Q9P243,Human,,
9616,Q14159,Human,,
9617,Q8TDY2,Human,,
9618,Q2WGJ6,Human,,
9619,C9J069,Human,,
9620,Q9BXL7,Human,,
9621,Q6UXY8,Human,,
9622,A2RU30,Human,,
9623,Q0P6D6,Human,,
9624,Q9HCH5,Human,,
9625,Q5VZ89,Human,,
9626,Q6MZQ0,Human,,
9627,Q9ULK0,Human,,
9628,Q8IXQ5,Human,,
9629,Q99569,Human,,
9630,Q13421,Human,,
9631,Q96KJ4,Human,,
9632,Q92562,Human,,
9633,Q9NZQ3,Human,,
9634,Q8N966,Human,,
9635,C9JR72,Human,,
9636,H7BZ55,Human,,
9637,Q9UMZ2,Human,,
9638,Q12797,Human,,
9639,O75925,Human,,
9640,Q9NZB8,Human,,
9641,Q68D51,Human,,
9642,Q9H6L5,Human,,
9643,Q15434,Human,,
9644,O94933,Human,,
9645,O95466,Human,,
9646,Q92529,Human,,
9647,Q8IU89,Human,,
9648,P60321,Human,,
9649,Q9Y4G6,Human,,
9650,Q5VTR2,Human,,
9651,Q9UPQ3,Human,,
9652,P42336,Human,,
9653,Q13002,Human,,
9654,Q96Q89,Human,,
9655,Q8N3C0,Human,,
9656,Q6P0Q8,Human,,
9657,Q13454,Human,,
9658,Q5XUX0,Human,,
9659,Q9NT68,Human,,
9660,Q8NAX2,Human,,
9661,A8K7I4,Human,,
9662,Q9UQC9,Human,,
9663,Q96JM2,Human,,
9664,O75995,Human,,
9665,Q9UN76,Human,,
9666,Q9ULH4,Human,,
9667,P63252,Human,,
9668,Q9Y625,Human,,
9669,Q9Y2L6,Human,,
9670,Q8TBC3,Human,,
9671,P40121,Human,,
9672,P46019,Human,,
9673,Q9BVG9,Human,,
9674,Q9H1C4,Human,,
9675,Q59EK9,Human,,
9676,O60684,Human,,
9677,Q8N3X1,Human,,
9678,Q7Z5Q1,Human,,
9679,O75582,Human,,
9680,Q9Y2G8,Human,,
9681,O15083,Human,,
9682,A7MCY6,Human,,
9683,Q5VYK3,Human,,
9684,Q9Y2T4,Human,,
9685,P22760,Human,,
9686,O75386,Human,,
9687,Q9NQR7,Human,,
9688,A4FU01,Human,,
9689,Q8IVG5,Human,,
9690,Q8IY84,Human,,
9691,Q9ULL5,Human,,
9692,Q6AHZ1,Human,,
9693,Q8IXL6,Human,,
9694,Q8TET4,Human,,
9695,Q9UQC2,Human,,
9696,Q9GZZ7,Human,,
9697,Q5H9F3,Human,,
9698,Q13368,Human,,
9699,O60477,Human,,
9700,Q8WUG5,Human,,
9701,O95754,Human,,
9702,Q9Y240,Human,,
9703,O94812,Human,,
9704,Q6UXM1,Human,,
9705,P56856,Human,,
9706,O94844,Human,,
9707,P22001,Human,,
9708,Q96NW7,Human,,
9709,Q15652,Human,,
9710,O94806,Human,,
9711,Q9HA38,Human,,
9712,Q8TD26,Human,,
9713,Q7RTY8,Human,,
9714,P14621,Human,,
9715,Q9BWT7,Human,,
9716,Q6J4K2,Human,,
9717,P43489,Human,,
9718,Q8WWZ8,Human,,
9719,Q9P225,Human,,
9720,Q8TDB4,Human,,
9721,P14778,Human,,
9722,Q9HB29,Human,,
9723,P63151,Human,,
9724,Q86X10,Human,,
9725,Q96M02,Human,,
9726,Q9C0D5,Human,,
9727,A6NJ78,Human,,
9728,A6NFC5,Human,,
9729,B7ZC32,Human,,
9730,Q6IWH7,Human,,
9731,Q8WTR8,Human,,
9732,Q8TBZ6,Human,,
9733,P15144,Human,,
9734,Q9P2K9,Human,,
9735,P55286,Human,,
9736,Q9UKT6,Human,,
9737,Q504Y2,Human,,
9738,A8MV65,Human,,
9739,Q09019,Human,,
9740,P22570,Human,,
9741,Q8TC84,Human,,
9742,Q7L7V1,Human,,
9743,Q99542,Human,,
9744,Q969V4,Human,,
9745,Q92854,Human,,
9746,Q5JXC2,Human,,
9747,Q6UB99,Human,,
9748,B4DS77,Human,,
9749,Q5VVW2,Human,,
9750,Q14667,Human,,
9751,Q9NRL2,Human,,
9752,Q9BXF6,Human,,
9753,Q9Y2H9,Human,,
9754,P46013,Human,,
9755,O75525,Human,,
9756,Q8IWF9,Human,,
9757,B2RUZ4,Human,,
9758,P31749,Human,,
9759,Q08830,Human,,
9760,Q6IAA8,Human,,
9761,Q13796,Human,,
9762,O60575,Human,,
9763,Q9P2D3,Human,,
9764,Q96BY6,Human,,
9765,Q8N122,Human,,
9766,Q9C0K7,Human,,
9767,Q96PQ0,Human,,
9768,Q7Z478,Human,,
9769,Q16769,Human,,
9770,Q8TCU5,Human,,
9771,Q8WZ64,Human,,
9772,O94823,Human,,
9773,Q6ZWH5,Human,,
9774,Q8NFT8,Human,,
9775,Q7L2E3,Human,,
9776,O15027,Human,,
9777,Q86YJ7,Human,,
9778,A9Z1Z3,Human,,
9779,Q08629,Human,,
9780,O76083,Human,,
9781,Q5T4T6,Human,,
9782,Q5FWF5,Human,,
9783,Q8WTX9,Human,,
9784,Q8NHU2,Human,,
9785,Q4VC12,Human,,
9786,Q86V85,Human,,
9787,A6NEE1,Human,,
9788,Q6Q6R5,Human,,
9789,Q8NCV1,Human,,
9790,Q96N28,Human,,
9791,Q5VVM6,Human,,
9792,P16284,Human,,
9793,Q9BQ83,Human,,
9794,P38570,Human,,
9795,Q7L0J3,Human,,
9796,Q12774,Human,,
9797,Q9P107,Human,,
9798,Q8N5G0,Human,,
9799,Q6PIL6,Human,,
9800,Q8IWK6,Human,,
9801,Q7Z5K2,Human,,
9802,Q9H0H3,Human,,
9803,Q6JEL2,Human,,
9804,Q9GZS0,Human,,
9805,Q6NXT6,Human,,
9806,Q96A58,Human,,
9807,Q53HV7,Human,,
9808,Q9H3T3,Human,,
9809,Q01094,Human,,
9810,Q86TL0,Human,,
9811,Q14241,Human,,
9812,O14578,Human,,
9813,Q9P2W7,Human,,
9814,Q9H788,Human,,
9815,Q9ULD9,Human,,
9816,P16860,Human,,
9817,Q86VF7,Human,,
9818,Q96AC6,Human,,
9819,Q5SVQ8,Human,,
9820,P19827,Human,,
9821,Q14207,Human,,
9822,Q92545,Human,,
9823,O75037,Human,,
9824,Q9NSB8,Human,,
9825,O75064,Human,,
9826,P46821,Human,,
9827,Q9Y566,Human,,
9828,Q86VF2,Human,,
9829,Q8N5V2,Human,,
9830,Q9H8X9,Human,,
9831,Q96I13,Human,,
9832,P42681,Human,,
9833,Q9NQS7,Human,,
9834,Q6WRI0,Human,,
9835,Q9HB58,Human,,
9836,P23497,Human,,
9837,P32780,Human,,
9838,Q6NXP6,Human,,
9839,Q8TDW7,Human,,
9840,Q86YT5,Human,,
9841,O14669,Human,,
9842,Q9NVC6,Human,,
9843,P30825,Human,,
9844,Q2KHM9,Human,,
9845,Q05084,Human,,
9846,O60287,Human,,
9847,O14841,Human,,
9848,O95352,Human,,
9849,Q96C12,Human,,
9850,Q8N4S7,Human,,
9851,Q12802,Human,,
9852,Q5VV43,Human,,
9853,Q9UPQ9,Human,,
9854,Q15911,Human,,
9855,Q92608,Human,,
9856,Q9Y4A5,Human,,
9857,P48553,Human,,
9858,Q3B7T1,Human,,
9859,Q9HBF4,Human,,
9860,P23416,Human,,
9861,Q9NV58,Human,,
9862,Q6PJG9,Human,,
9863,Q96AY4,Human,,
9864,Q9HD33,Human,,
9865,Q5EBL2,Human,,
9866,Q02388,Human,,
9867,Q711Q0,Human,,
9868,Q8WY21,Human,,
9869,Q9UPU3,Human,,
9870,Q6PIJ6,Human,,
9871,Q9P2E3,Human,,
9872,Q562E7,Human,,
9873,Q9UK61,Human,,
9874,Q96DZ5,Human,,
9875,Q8N2E2,Human,,
9876,Q9NYB0,Human,,
9877,Q9UMF0,Human,,
9878,Q96M93,Human,,
9879,Q5T7W0,Human,,
9880,Q7L0X0,Human,,
9881,P48735,Human,,
9882,Q495M9,Human,,
9883,Q6UXT9,Human,,
9884,Q7Z4N2,Human,,
9885,Q7RTY9,Human,,
9886,Q8IV36,Human,,
9887,P55899,Human,,
9888,Q8IXP5,Human,,
9889,Q9NPG4,Human,,
9890,Q96FS4,Human,,
9891,O75309,Human,,
9892,Q68CP4,Human,,
9893,Q16206,Human,,
9894,Q8IZL8,Human,,
9895,Q7Z353,Human,,
9896,Q9Y2E5,Human,,
9897,Q49AJ0,Human,,
9898,Q8N300,Human,,
9899,Q9UEW8,Human,,
9900,A8MYJ7,Human,,
9901,P37108,Human,,
9902,O75390,Human,,
9903,O60637,Human,,
9904,P52569,Human,,
9905,Q9H4A6,Human,,
9906,P06280,Human,,
9907,Q15287,Human,,
9908,Q8NFG4,Human,,
9909,Q8N3P4,Human,,
9910,Q8IY45,Human,,
9911,Q8NBI3,Human,,
9912,O00142,Human,,
9913,Q99732,Human,,
9914,Q8IVW6,Human,,
9915,Q9H2D6,Human,,
9916,P41217,Human,,
9917,Q9UBH0,Human,,
9918,Q9NZH7,Human,,
9919,Q9UHA7,Human,,
9920,P18510,Human,,
9921,Q8WWZ1,Human,,
9922,Q9Y2Y0,Human,,
9923,Q96Q27,Human,,
9924,Q99798,Human,,
9925,Q9Y6B6,Human,,
9926,P26440,Human,,
9927,Q9UKW4,Human,,
9928,Q53H12,Human,,
9929,P08962,Human,,
9930,O43674,Human,,
9931,Q9H221,Human,,
9932,Q8IX12,Human,,
9933,Q8N653,Human,,
9934,Q86WT6,Human,,
9935,Q00536,Human,,
9936,Q9ULM6,Human,,
9937,A6NK59,Human,,
9938,Q7L3T8,Human,,
9939,Q7Z4H8,Human,,
9940,Q9NRF2,Human,,
9941,Q6UX98,Human,,
9942,Q9BQ67,Human,,
9943,Q6ZNJ1,Human,,
9944,Q6ZVD7,Human,,
9945,Q96CD2,Human,,
9946,Q02108,Human,,
9947,Q6NZY7,Human,,
9948,Q5VVH5,Human,,
9949,O43752,Human,,
9950,Q9H0L4,Human,,
9951,P50749,Human,,
9952,P42680,Human,,
9953,Q96HH6,Human,,
9954,Q8TF05,Human,,
9955,Q8IZS5,Human,,
9956,Q8N427,Human,,
9957,Q86XW9,Human,,
9958,Q9NVM6,Human,,
9959,Q96A22,Human,,
9960,Q96N03,Human,,
9961,O95260,Human,,
9962,Q9BUR5,Human,,
9963,Q6P4F7,Human,,
9964,Q9HCK5,Human,,
9965,Q8N142,Human,,
9966,P16157,Human,,
9967,Q16854,Human,,
9968,Q12852,Human,,
9969,P49796,Human,,
9970,Q14974,Human,,
9971,Q8IUC8,Human,,
9972,O95171,Human,,
9973,A3KMH1,Human,,
9974,P58557,Human,,
9975,P56181,Human,,
9976,Q9UK41,Human,,
9977,Q9NYQ3,Human,,
9978,Q8IX90,Human,,
9979,Q9C0E2,Human,,
9980,Q8WVE0,Human,,
9981,Q9Y2S2,Human,,
9982,Q6UW15,Human,,
9983,Q99549,Human,,
9984,O14530,Human,,
9985,P30988,Human,,
9986,O15155,Human,,
9987,Q6ZRR5,Human,,
9988,A4D1S5,Human,,
9989,Q99567,Human,,
9990,P98066,Human,,
9991,Q9Y5J1,Human,,
9992,P53805,Human,,
9993,Q9UJX6,Human,,
9994,O43805,Human,,
9995,Q969S6,Human,,
9996,Q969U6,Human,,
9997,Q7L8S5,Human,,
9998,Q8N6M0,Human,,
9999,Q9BSL1,Human,,
10000,Q9Y3A0,Human,,
10001,Q5W0U4,Human,,
10002,O94989,Human,,
10003,Q9BRA0,Human,,
10004,P17540,Human,,
10005,O95159,Human,,
10006,Q8TA86,Human,,
10007,Q99627,Human,,
10008,Q86YM7,Human,,
10009,Q96AT9,Human,,
10010,Q8NBN7,Human,,
10011,Q5JUR7,Human,,
10012,Q6UW63,Human,,
10013,Q9Y2K9,Human,,
10014,P29083,Human,,
10015,Q9NVR7,Human,,
10016,O75874,Human,,
10017,O60543,Human,,
10018,Q9BUF5,Human,,
10019,Q99467,Human,,
10020,Q0P6D2,Human,,
10021,Q8WXA9,Human,,
10022,Q8WUY3,Human,,
10023,Q15884,Human,,
10024,Q9BXT8,Human,,
10025,Q14671,Human,,
10026,O60858,Human,,
10027,Q9Y6X5,Human,,
10028,Q96PD2,Human,,
10029,Q86Y79,Human,,
10030,Q9BTY2,Human,,
10031,Q8NBV4,Human,,
10032,Q9BRR6,Human,,
10033,Q9BU64,Human,,
10034,Q9Y289,Human,,
10035,Q13085,Human,,
10036,P56524,Human,,
10037,Q9Y664,Human,,
10038,Q99828,Human,,
10039,O43172,Human,,
10040,P26639,Human,,
10041,Q8TDH9,Human,,
10042,Q8N371,Human,,
10043,P62879,Human,,
10044,Q8TD10,Human,,
10045,Q8WV22,Human,,
10046,Q99643,Human,,
10047,Q15436,Human,,
10048,A6NH11,Human,,
10049,O14562,Human,,
10050,O75324,Human,,
10051,Q8WV99,Human,,
10052,Q8N6M9,Human,,
10053,P40617,Human,,
10054,Q86XX4,Human,,
10055,Q9NUM4,Human,,
10056,Q8N201,Human,,
10057,Q9BT73,Human,,
10058,P12429,Human,,
10059,O75496,Human,,
10060,P12645,Human,,
10061,Q96BN8,Human,,
10062,Q9NUU6,Human,,
10063,P68402,Human,,
10064,Q9Y5X5,Human,,
10065,Q49A26,Human,,
10066,P55327,Human,,
10067,Q8ND24,Human,,
10068,Q9NY64,Human,,
10069,Q96CF2,Human,,
10070,Q9ULX6,Human,,
10071,P50748,Human,,
10072,Q08170,Human,,
10073,Q7Z7L7,Human,,
10074,P0CW18,Human,,
10075,Q9NRX3,Human,,
10076,Q9HA92,Human,,
10077,P84074,Human,,
10078,Q9BXI3,Human,,
10079,P53999,Human,,
10080,Q0VAM2,Human,,
10081,Q13188,Human,,
10082,P17342,Human,,
10083,P20290,Human,,
10084,P52758,Human,,
10085,Q96C36,Human,,
10086,P32322,Human,,
10087,Q92791,Human,,
10088,Q9BSA9,Human,,
10089,Q8TEB1,Human,,
10090,O95865,Human,,
10091,Q5GH70,Human,,
10092,P14550,Human,,
10093,Q8IV01,Human,,
10094,Q9NUL3,Human,,
10095,Q9BVS4,Human,,
10096,Q15257,Human,,
10097,P43155,Human,,
10098,Q9H6R4,Human,,
10099,Q92503,Human,,
10100,Q9HA47,Human,,
10101,Q8IVU3,Human,,
10102,Q9HA64,Human,,
10103,Q9H479,Human,,
10104,O15066,Human,,
10105,Q8N539,Human,,
10106,Q96EC8,Human,,
10107,O75947,Human,,
10108,A6NI61,Human,,
10109,Q9Y2X9,Human,,
10110,Q9Y2B2,Human,,
10111,Q7Z5L0,Human,,
10112,P81274,Human,,
10113,Q9Y266,Human,,
10114,Q6ZNC4,Human,,
10115,O14497,Human,,
10116,Q8WUS8,Human,,
10117,Q8TB40,Human,,
10118,Q9NR19,Human,,
10119,P49959,Human,,
10120,Q9Y4W2,Human,,
10121,Q9H2F3,Human,,
10122,P08559,Human,,
10123,Q8IZ69,Human,,
10124,Q96A29,Human,,
10125,Q9H0E2,Human,,
10126,Q9Y3Y4,Human,,
10127,O75608,Human,,
10128,Q9ULG6,Human,,
10129,Q9NZC4,Human,,
10130,Q5T9C2,Human,,
10131,Q9Y2K6,Human,,
10132,Q8TCF1,Human,,
10133,Q9UQ84,Human,,
10134,O96015,Human,,
10135,Q14694,Human,,
10136,Q16186,Human,,
10137,P61803,Human,,
10138,Q13227,Human,,
10139,Q16560,Human,,
10140,O43181,Human,,
10141,Q8IYD1,Human,,
10142,P15170,Human,,
10143,P53779,Human,,
10144,Q6P996,Human,,
10145,Q9UIF9,Human,,
10146,Q9NP81,Human,,
10147,Q12768,Human,,
10148,Q9Y2D0,Human,,
10149,P35218,Human,,
10150,Q8TBB5,Human,,
10151,P58418,Human,,
10152,Q9NYS0,Human,,
10153,Q8IYW5,Human,,
10154,O00299,Human,,
10155,Q9H6W3,Human,,
10156,Q9H0D6,Human,,
10157,P31639,Human,,
10158,P40429,Human,,
10159,Q92993,Human,,
10160,O60437,Human,,
10161,Q9Y3D8,Human,,
10162,P30043,Human,,
10163,Q7Z5A8,Human,,
10164,Q9UHL4,Human,,
10165,Q6P9F0,Human,,
10166,A6NHC0,Human,,
10167,Q8NCP5,Human,,
10168,Q96GY0,Human,,
10169,Q9UPY6,Human,,
10170,Q9UEE9,Human,,
10171,Q8WWV6,Human,,
10172,Q8TE58,Human,,
10173,P17213,Human,,
10174,P18428,Human,,
10175,P49755,Human,,
10176,O75746,Human,,
10177,Q8WTW3,Human,,
10178,Q9P000,Human,,
10179,Q8N138,Human,,
10180,Q92567,Human,,
10181,Q14353,Human,,
10182,Q96D53,Human,,
10183,Q86VD7,Human,,
10184,P46977,Human,,
10185,Q14CZ7,Human,,
10186,O95455,Human,,
10187,Q96DZ1,Human,,
10188,Q9H9F9,Human,,
10189,Q99501,Human,,
10190,Q9BV44,Human,,
10191,Q50LG9,Human,,
10192,P52739,Human,,
10193,P42696,Human,,
10194,Q5HYK7,Human,,
10195,O60268,Human,,
10196,Q9UPW5,Human,,
10197,Q13303,Human,,
10198,Q6ICG6,Human,,
10199,Q07864,Human,,
10200,Q53EZ4,Human,,
10201,P60059,Human,,
10202,P47756,Human,,
10203,Q16181,Human,,
10204,Q96MK3,Human,,
10205,Q96LD4,Human,,
10206,P31321,Human,,
10207,P34059,Human,,
10208,O43916,Human,,
10209,O75808,Human,,
10210,Q7Z422,Human,,
10211,Q6UW78,Human,,
10212,Q9UQ26,Human,,
10213,Q76B58,Human,,
10214,Q9UKB1,Human,,
10215,Q9HBL7,Human,,
10216,Q9BWW7,Human,,
10217,P23434,Human,,
10218,Q9H7L9,Human,,
10219,Q9NPD3,Human,,
10220,P49703,Human,,
10221,Q6ZNC8,Human,,
10222,Q8TAV3,Human,,
10223,Q9NQ48,Human,,
10224,P31930,Human,,
10225,Q9UI30,Human,,
10226,Q6ZWL3,Human,,
10227,O75192,Human,,
10228,P14618,Human,,
10229,Q9BW11,Human,,
10230,Q06609,Human,,
10231,P15036,Human,,
10232,Q12872,Human,,
10233,P0C1Z6,Human,,
10234,Q6IEG0,Human,,
10235,Q96KP1,Human,,
10236,Q86UE8,Human,,
10237,Q9BU89,Human,,
10238,Q92995,Human,,
10239,Q58A45,Human,,
10240,Q08752,Human,,
10241,Q96K76,Human,,
10242,P13995,Human,,
10243,Q9NPC2,Human,,
10244,Q9NRP0,Human,,
10245,Q9H9E1,Human,,
10246,P82650,Human,,
10247,Q8WYR1,Human,,
10248,Q5T8A7,Human,,
10249,Q9NVM1,Human,,
10250,Q8NF64,Human,,
10251,Q8WVY7,Human,,
10252,Q6WCQ1,Human,,
10253,Q15738,Human,,
10254,O60733,Human,,
10255,Q16514,Human,,
10256,Q8WU76,Human,,
10257,Q9H4A4,Human,,
10258,Q8WXA3,Human,,
10259,Q9H019,Human,,
10260,Q9NS00,Human,,
10261,A8MYP8,Human,,
10262,Q96PU9,Human,,
10263,Q53GA4,Human,,
10264,Q6ZUI0,Human,,
10265,Q9H5V7,Human,,
10266,Q16719,Human,,
10267,Q9Y314,Human,,
10268,Q14201,Human,,
10269,Q96NY8,Human,,
10270,P19387,Human,,
10271,Q9UJQ7,Human,,
10272,Q15388,Human,,
10273,Q15650,Human,,
10274,Q5EBL8,Human,,
10275,O95081,Human,,
10276,Q70HW3,Human,,
10277,P49354,Human,,
10278,Q8TF01,Human,,
10279,Q96MU7,Human,,
10280,Q9BQI3,Human,,
10281,Q16891,Human,,
10282,P61970,Human,,
10283,A6NDY0,Human,,
10284,Q86TD4,Human,,
10285,Q6FI81,Human,,
10286,O95995,Human,,
10287,Q14164,Human,,
10288,Q96RQ3,Human,,
10289,Q9NX18,Human,,
10290,P01730,Human,,
10291,P56377,Human,,
10292,O43169,Human,,
10293,Q86X29,Human,,
10294,Q9BQI4,Human,,
10295,Q92782,Human,,
10296,Q9UBK7,Human,,
10297,Q96NB2,Human,,
10298,Q8TE68,Human,,
10299,Q15800,Human,,
10300,Q15233,Human,,
10301,Q8WTW4,Human,,
10302,Q8IY26,Human,,
10303,Q5SV17,Human,,
10304,O95168,Human,,
10305,Q96CV9,Human,,
10306,O43924,Human,,
10307,Q6DHV7,Human,,
10308,Q5SVS4,Human,,
10309,O95258,Human,,
10310,Q96LT4,Human,,
10311,Q6P2S7,Human,,
10312,O94842,Human,,
10313,Q8WV60,Human,,
10314,P05204,Human,,
10315,P24310,Human,,
10316,Q5GH76,Human,,
10317,Q8NEM2,Human,,
10318,Q7RTY1,Human,,
10319,Q96BR1,Human,,
10320,P51809,Human,,
10321,Q9NRD1,Human,,
10322,P11117,Human,,
10323,P36776,Human,,
10324,Q9BTY7,Human,,
10325,P51790,Human,,
10326,Q9H7Z7,Human,,
10327,Q16644,Human,,
10328,Q13153,Human,,
10329,Q15024,Human,,
10330,O75044,Human,,
10331,Q494V2,Human,,
10332,Q8TAT5,Human,,
10333,Q9BVW5,Human,,
10334,Q7Z5L7,Human,,
10335,Q5TCX8,Human,,
10336,P23280,Human,,
10337,O60762,Human,,
10338,O94777,Human,,
10339,P52789,Human,,
10340,Q5JTZ9,Human,,
10341,P41240,Human,,
10342,O43745,Human,,
10343,Q13148,Human,,
10344,Q29RF7,Human,,
10345,Q99595,Human,,
10346,O15164,Human,,
10347,Q01780,Human,,
10348,P20292,Human,,
10349,Q8N5M1,Human,,
10350,Q9H777,Human,,
10351,Q49A88,Human,,
10352,Q8N0Z6,Human,,
10353,P11182,Human,,
10354,Q92947,Human,,
10355,Q16254,Human,,
10356,Q96EY7,Human,,
10357,Q8N4T4,Human,,
10358,Q8TF46,Human,,
10359,Q6ZN44,Human,,
10360,Q8NFY9,Human,,
10361,Q96GG9,Human,,
10362,Q9UNP9,Human,,
10363,P06733,Human,,
10364,Q5T953,Human,,
10365,Q86YD1,Human,,
10366,Q71SY5,Human,,
10367,Q8IWE2,Human,,
10368,Q58F21,Human,,
10369,P62333,Human,,
10370,Q6YHU6,Human,,
10371,Q9H8T0,Human,,
10372,P98173,Human,,
10373,Q9H237,Human,,
10374,Q14258,Human,,
10375,Q15326,Human,,
10376,Q3MHD2,Human,,
10377,O94804,Human,,
10378,Q9NQ84,Human,,
10379,Q9UM01,Human,,
10380,Q8IWS0,Human,,
10381,Q12906,Human,,
10382,Q86YS7,Human,,
10383,Q8WXX5,Human,,
10384,Q5VSL9,Human,,
10385,Q5T3F8,Human,,
10386,P62316,Human,,
10387,Q7Z591,Human,,
10388,P04183,Human,,
10389,O75865,Human,,
10390,Q9HB21,Human,,
10391,Q6TCH7,Human,,
10392,O94898,Human,,
10393,O43934,Human,,
10394,P22736,Human,,
10395,Q8IYN6,Human,,
10396,P18846,Human,,
10397,Q9UNK0,Human,,
10398,Q9H7H0,Human,,
10399,O75475,Human,,
10400,Q9ULA0,Human,,
10401,Q6PF18,Human,,
10402,O96020,Human,,
10403,Q92870,Human,,
10404,Q8IZP9,Human,,
10405,Q9H5K3,Human,,
10406,Q96M98,Human,,
10407,Q9Y2Z0,Human,,
10408,O43827,Human,,
10409,Q99638,Human,,
10410,P09131,Human,,
10411,Q96RQ1,Human,,
10412,Q8IY81,Human,,
10413,O15372,Human,,
10414,A6PVS8,Human,,
10415,Q9NZ45,Human,,
10416,Q9Y467,Human,,
10417,Q9H6U6,Human,,
10418,P00367,Human,,
10419,Q9NUQ7,Human,,
10420,P19367,Human,,
10421,Q8N7H5,Human,,
10422,O60313,Human,,
10423,Q9HCH0,Human,,
10424,Q9H6Q3,Human,,
10425,Q8TAP4,Human,,
10426,Q9H9Y6,Human,,
10427,P55291,Human,,
10428,Q12931,Human,,
10429,Q13829,Human,,
10430,Q9BWM7,Human,,
10431,Q8NAV1,Human,,
10432,Q9BW60,Human,,
10433,Q9NV64,Human,,
10434,Q14565,Human,,
10435,Q15398,Human,,
10436,Q86XI6,Human,,
10437,P53609,Human,,
10438,Q13200,Human,,
10439,Q8N8Q1,Human,,
10440,Q96HF1,Human,,
10441,P09917,Human,,
10442,Q8IVW8,Human,,
10443,Q9P258,Human,,
10444,Q8N511,Human,,
10445,Q9BYX2,Human,,
10446,Q92502,Human,,
10447,P82094,Human,,
10448,Q969H0,Human,,
10449,Q86UA1,Human,,
10450,Q9H299,Human,,
10451,Q32MQ0,Human,,
10452,Q9H0H0,Human,,
10453,Q92896,Human,,
10454,O94929,Human,,
10455,P51812,Human,,
10456,A2PYH4,Human,,
10457,Q01658,Human,,
10458,Q9Y3D0,Human,,
10459,P12955,Human,,
10460,Q96DF8,Human,,
10461,P10620,Human,,
10462,Q8IVH4,Human,,
10463,Q9Y2N7,Human,,
10464,Q9H0R8,Human,,
10465,Q96DE0,Human,,
10466,A6NFA1,Human,,
10467,O15259,Human,,
10468,O60232,Human,,
10469,O95271,Human,,
10470,Q9GZS1,Human,,
10471,Q9Y216,Human,,
10472,Q9Y3D7,Human,,
10473,O96005,Human,,
10474,P62253,Human,,
10475,Q8WXI3,Human,,
10476,P29803,Human,,
10477,Q00688,Human,,
10478,Q9UIK4,Human,,
10479,Q93079,Human,,
10480,Q96A08,Human,,
10481,Q96E09,Human,,
10482,Q0PNE2,Human,,
10483,Q9BR26,Human,,
10484,P52756,Human,,
10485,Q969Z4,Human,,
10486,P54886,Human,,
10487,O75312,Human,,
10488,P43351,Human,,
10489,Q8NFU7,Human,,
10490,O00170,Human,,
10491,Q9UBM1,Human,,
10492,Q96HH9,Human,,
10493,Q6IBS0,Human,,
10494,Q96C23,Human,,
10495,Q9H4P4,Human,,
10496,Q3KR37,Human,,
10497,Q8WUJ1,Human,,
10498,Q8WWL7,Human,,
10499,Q08623,Human,,
10500,Q9BTM9,Human,,
10501,P08294,Human,,
10502,Q14511,Human,,
10503,Q9Y2W1,Human,,
10504,Q8TCE6,Human,,
10505,P13686,Human,,
10506,P47224,Human,,
10507,O75956,Human,,
